Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,89,26,0,0,7,1,109,8.98118
1,0,3873,688,0,0,7,1,0,8.98118
1,1,55,16,0,0,10,1,69,10.7217
1,0,3873,648,0,0,10,1,0,10.7217
1,1,88,26,0,0,9,1,104,12.1055
1,0,3873,625,0,0,9,1,0,12.1055
1,1,62,18,0,0,8,1,83,8.72613
1,0,3873,654,0,0,8,1,0,8.72613
1,1,91,26,0,0,9,1,117,8.58717
1,0,3873,660,0,0,9,1,0,8.58717
1,1,67,20,0,0,9,1,88,10.0537
1,0,3873,646,0,0,9,1,0,10.0011
1,1,65,18,0,0,10,1,81,9.25969
1,0,3873,652,0,0,11,1,0,9.25156
1,1,70,21,0,0,9,1,88,11.3634
1,0,3873,643,0,0,9,1,0,11.2396
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,70,22,0,0,9,1,104,10.842
1,0,3873,682,0,0,9,1,0,10.842
1,1,75,22,0,0,9,1,101,11.4357
1,0,3873,691,0,0,9,1,0,11.4357
1,1,50,15,0,0,7,1,61,9.34233
1,0,3873,734,0,0,7,1,0,9.34233
1,1,51,15,0,0,10,1,65,11.0369
1,0,3873,693,0,0,10,1,0,11.0369
1,1,89,26,0,0,8,1,95,12.6794
1,0,3873,686,0,0,8,1,0,12.6794
1,1,58,17,0,0,8,1,70,9.22411
1,0,3873,712,0,0,8,1,0,9.22411
1,1,67,21,0,0,9,1,79,9.16249
1,0,3873,735,0,0,9,1,0,9.16249
1,1,75,23,0,0,9,1,90,10.6365
1,0,3873,716,0,0,9,1,0,10.6365
1,1,78,22,0,0,11,1,107,9.71517
1,0,3873,718,0,0,11,1,0,9.71517
1,1,73,22,0,0,9,1,88,12.0533
1,0,3873,683,0,0,9,1,0,12.0533
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,59,20,0,0,8,1,71,11.1649
1,0,4853,929,0,0,8,1,0,11.1649
1,1,72,27,0,0,7,1,94,10.5181
1,0,4853,981,0,0,7,1,0,10.5181
1,1,67,24,0,0,8,1,79,10.1265
1,0,4853,970,0,0,8,1,0,10.1265
1,1,57,20,0,0,7,1,69,9.50535
1,0,4853,1029,0,0,7,1,0,9.50535
1,1,79,28,0,0,9,1,105,12.0425
1,0,4853,934,0,0,9,1,0,12.0425
1,1,65,24,0,0,8,1,86,10.7188
1,0,4853,973,0,0,8,1,0,10.7188
1,1,66,23,0,0,7,1,79,10.5937
1,0,4853,989,0,0,7,1,0,10.4986
1,1,96,34,0,0,7,1,126,9.52661
1,0,4853,985,0,0,7,1,0,9.52661
1,1,47,18,0,0,8,1,58,10.4995
1,0,4853,977,0,0,8,1,0,10.4995
1,1,65,21,0,0,7,1,77,8.60215
1,0,4853,953,0,0,7,1,0,8.60215
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,58,19,0,0,8,1,72,11.9223
1,0,4853,1020,0,0,8,1,0,11.9223
1,1,65,23,0,0,7,1,84,11.0073
1,0,4853,1064,0,0,7,1,0,11.0073
1,1,52,19,0,0,7,1,62,10.6178
1,0,4853,1075,0,0,7,1,0,10.6178
1,1,58,21,0,0,7,1,69,9.93988
